season,week,teamOwner,teamName,teamWeekTotal,teamWeekRank,teamRecordPre,teamMatchupResult,teamRecordPost,teamOwnerOpponent,teamNameOpponent,teamWeekTotalOpponent,teamWeekRankOpponent,teamRecordPreOpponent,teamRecordPostOpponent
2014,3,Aaron,1 Horse Sized Duck,77.8,8,2-0-0,Loss,2-1-0,Colin,Im a scientist,85.18,7,1-1-0,2-1-0
2014,3,Matthew,Turf Muncher,90.84,6,1-1-0,Loss,1-2-0,Mike,MrPigSkinner,115.02,3,1-1-0,2-1-0
2014,3,Matt,Mongorians,132.7,1,1-1-0,Win,2-1-0,Brian,DoyouseewhathappensLarry,75.34,9,2-0-0,2-1-0
2014,4,Mike,Donkey Punch,119.18,3,1-2-0,Win,2-2-0,AJ,Dick Flickers,94.98,7,2-1-0,2-2-0
2014,4,Sam,Team A-Murray-ca World Police,123.34,1,2-1-0,Win,3-1-0,Rob,senor manberto,107.66,5,2-1-0,2-2-0
2014,4,Kameron,Drunken Monkeys,89.37,10,0-3-0,Win,1-3-0,Colin,Im a scientist,78.88,11,2-1-0,2-2-0
2014,4,dan,DR Philthy,93.92,8,0-3-0,Loss,0-4-0,Mike,MrPigSkinner,101.8,6,2-1-0,3-1-0
2014,4,Aaron,1 Horse Sized Duck,54.52,12,2-1-0,Loss,2-2-0,Brian,DoyouseewhathappensLarry,122.82,2,2-1-0,3-1-0
2014,4,Matthew,Turf Muncher,90.75,9,1-2-0,Loss,1-3-0,Matt,Mongorians,111.72,4,2-1-0,3-1-0
2014,4,AJ,Dick Flickers,94.98,7,2-1-0,Loss,2-2-0,Mike,Donkey Punch,119.18,3,1-2-0,2-2-0
2014,4,Rob,senor manberto,107.66,5,2-1-0,Loss,2-2-0,Sam,Team A-Murray-ca World Police,123.34,1,2-1-0,3-1-0
2014,4,Colin,Im a scientist,78.88,11,2-1-0,Loss,2-2-0,Kameron,Drunken Monkeys,89.37,10,0-3-0,1-3-0
2014,4,Mike,MrPigSkinner,101.8,6,2-1-0,Win,3-1-0,dan,DR Philthy,93.92,8,0-3-0,0-4-0
2014,4,Brian,DoyouseewhathappensLarry,122.82,2,2-1-0,Win,3-1-0,Aaron,1 Horse Sized Duck,54.52,12,2-1-0,2-2-0
2014,4,Matt,Mongorians,111.72,4,2-1-0,Win,3-1-0,Matthew,Turf Muncher,90.75,9,1-2-0,1-3-0
2014,5,AJ,Dick Flickers,122.37,3,2-2-0,Win,3-2-0,Rob,senor manberto,54.63,12,2-2-0,2-3-0
2014,5,Colin,Im a scientist,107.16,4,2-2-0,Win,3-2-0,Mike,Donkey Punch,99.62,7,2-2-0,2-3-0
2014,5,Mike,MrPigSkinner,98.24,8,3-1-0,Loss,3-2-0,Sam,Team A-Murray-ca World Police,126.24,2,3-1-0,4-1-0
2014,5,Brian,DoyouseewhathappensLarry,104.14,5,3-1-0,Win,4-1-0,Kameron,Drunken Monkeys,93.05,9,1-3-0,1-4-0
2014,5,Matt,Mongorians,154.38,1,3-1-0,Win,4-1-0,dan,DR Philthy,103.26,6,0-4-0,0-5-0
2014,5,Matthew,Turf Muncher,81.98,10,1-3-0,Win,2-3-0,Aaron,1 Horse Sized Duck,78.34,11,2-2-0,2-3-0
2014,5,Rob,senor manberto,54.63,12,2-2-0,Loss,2-3-0,AJ,Dick Flickers,122.37,3,2-2-0,3-2-0
2014,5,Mike,Donkey Punch,99.62,7,2-2-0,Loss,2-3-0,Colin,Im a scientist,107.16,4,2-2-0,3-2-0
2014,5,Sam,Team A-Murray-ca World Police,126.24,2,3-1-0,Win,4-1-0,Mike,MrPigSkinner,98.24,8,3-1-0,3-2-0
2014,5,Kameron,Drunken Monkeys,93.05,9,1-3-0,Loss,1-4-0,Brian,DoyouseewhathappensLarry,104.14,5,3-1-0,4-1-0
2014,5,dan,DR Philthy,103.26,6,0-4-0,Loss,0-5-0,Matt,Mongorians,154.38,1,3-1-0,4-1-0
2014,5,Aaron,1 Horse Sized Duck,78.34,11,2-2-0,Loss,2-3-0,Matthew,Turf Muncher,81.98,10,1-3-0,2-3-0
2014,6,Colin,Im a scientist,101.3,7,3-2-0,Loss,3-3-0,AJ,Dick Flickers,101.66,6,3-2-0,4-2-0
2014,6,Rob,senor manberto,109.44,4,2-3-0,Loss,2-4-0,Mike,MrPigSkinner,124.52,3,3-2-0,4-2-0
2014,6,Mike,Donkey Punch,130.16,2,2-3-0,Win,3-3-0,Brian,DoyouseewhathappensLarry,105.2,5,4-1-0,4-2-0
2014,6,Sam,Team A-Murray-ca World Police,99.84,8,4-1-0,Loss,4-2-0,Matt,Mongorians,170.7,1,4-1-0,5-1-0
2014,6,Kameron,Drunken Monkeys,71.3,12,1-4-0,Loss,1-5-0,Matthew,Turf Muncher,89.82,10,2-3-0,3-3-0
2014,6,dan,DR Philthy,94.68,9,0-5-0,Win,1-5-0,Aaron,1 Horse Sized Duck,81.62,11,2-3-0,2-4-0
2014,6,AJ,Dick Flickers,101.66,6,3-2-0,Win,4-2-0,Colin,Im a scientist,101.3,7,3-2-0,3-3-0
2014,6,Mike,MrPigSkinner,124.52,3,3-2-0,Win,4-2-0,Rob,senor manberto,109.44,4,2-3-0,2-4-0
2014,6,Brian,DoyouseewhathappensLarry,105.2,5,4-1-0,Loss,4-2-0,Mike,Donkey Punch,130.16,2,2-3-0,3-3-0
2014,6,Matt,Mongorians,170.7,1,4-1-0,Win,5-1-0,Sam,Team A-Murray-ca World Police,99.84,8,4-1-0,4-2-0
2014,6,Matthew,Turf Muncher,89.82,10,2-3-0,Win,3-3-0,Kameron,Drunken Monkeys,71.3,12,1-4-0,1-5-0
2014,6,Aaron,1 Horse Sized Duck,81.62,11,2-3-0,Loss,2-4-0,dan,DR Philthy,94.68,9,0-5-0,1-5-0
2014,7,AJ,Dick Flickers,100.2,3,4-2-0,Win,5-2-0,Mike,MrPigSkinner,89.88,8,4-2-0,4-3-0
2014,7,Brian,DoyouseewhathappensLarry,99.16,4,4-2-0,Win,5-2-0,Colin,Im a scientist,92.39,7,3-3-0,3-4-0
2014,7,Matt,Mongorians,100.96,2,5-1-0,Win,6-1-0,Rob,senor manberto,71.64,11,2-4-0,2-5-0
2014,7,Matthew,Turf Muncher,71.9,10,3-3-0,Loss,3-4-0,Mike,Donkey Punch,96.34,6,3-3-0,4-3-0
2014,7,Aaron,1 Horse Sized Duck,71.02,12,2-4-0,Loss,2-5-0,Sam,Team A-Murray-ca World Police,99.1,5,4-2-0,5-2-0
2014,7,dan,DR Philthy,87.65,9,1-5-0,Loss,1-6-0,Kameron,Drunken Monkeys,123.52,1,1-5-0,2-5-0
2014,7,Mike,MrPigSkinner,89.88,8,4-2-0,Loss,4-3-0,AJ,Dick Flickers,100.2,3,4-2-0,5-2-0
2014,7,Colin,Im a scientist,92.39,7,3-3-0,Loss,3-4-0,Brian,DoyouseewhathappensLarry,99.16,4,4-2-0,5-2-0
2014,7,Rob,senor manberto,71.64,11,2-4-0,Loss,2-5-0,Matt,Mongorians,100.96,2,5-1-0,6-1-0
2014,7,Mike,Donkey Punch,96.34,6,3-3-0,Win,4-3-0,Matthew,Turf Muncher,71.9,10,3-3-0,3-4-0
2014,7,Sam,Team A-Murray-ca World Police,99.1,5,4-2-0,Win,5-2-0,Aaron,1 Horse Sized Duck,71.02,12,2-4-0,2-5-0
2014,7,Kameron,Drunken Monkeys,123.52,1,1-5-0,Win,2-5-0,dan,DR Philthy,87.65,9,1-5-0,1-6-0
2014,8,Brian,DoyouseewhathappensLarry,152.1,1,5-2-0,Win,6-2-0,AJ,Dick Flickers,142.29,2,5-2-0,5-3-0
2014,8,Mike,MrPigSkinner,92.94,8,4-3-0,Loss,4-4-0,Matt,Mongorians,96.6,7,6-1-0,7-1-0
2014,8,Colin,Im a scientist,91.46,10,3-4-0,Loss,3-5-0,Matthew,Turf Muncher,137.65,3,3-4-0,4-4-0
2014,8,Rob,senor manberto,92.47,9,2-5-0,Win,3-5-0,Aaron,1 Horse Sized Duck,72.94,12,2-5-0,2-6-0
2014,8,Mike,Donkey Punch,121.16,5,4-3-0,Win,5-3-0,dan,DR Philthy,90.94,11,1-6-0,1-7-0
2014,8,Sam,Team A-Murray-ca World Police,110.26,6,5-2-0,Loss,5-3-0,Kameron,Drunken Monkeys,133.34,4,2-5-0,3-5-0
2014,8,AJ,Dick Flickers,142.29,2,5-2-0,Loss,5-3-0,Brian,DoyouseewhathappensLarry,152.1,1,5-2-0,6-2-0
2014,8,Matt,Mongorians,96.6,7,6-1-0,Win,7-1-0,Mike,MrPigSkinner,92.94,8,4-3-0,4-4-0
2014,8,Matthew,Turf Muncher,137.65,3,3-4-0,Win,4-4-0,Colin,Im a scientist,91.46,10,3-4-0,3-5-0
2014,8,Aaron,1 Horse Sized Duck,72.94,12,2-5-0,Loss,2-6-0,Rob,senor manberto,92.47,9,2-5-0,3-5-0
2014,8,dan,DR Philthy,90.94,11,1-6-0,Loss,1-7-0,Mike,Donkey Punch,121.16,5,4-3-0,5-3-0
2014,8,Kameron,Drunken Monkeys,133.34,4,2-5-0,Win,3-5-0,Sam,Team A-Murray-ca World Police,110.26,6,5-2-0,5-3-0
2014,9,AJ,Dick Flickers,131.39,1,5-3-0,Win,6-3-0,Matt,Mongorians,85.16,11,7-1-0,7-2-0
2014,9,Matthew,Turf Muncher,74.29,12,4-4-0,Loss,4-5-0,Brian,DoyouseewhathappensLarry,130.16,2,6-2-0,7-2-0
2014,9,Aaron,1 Horse Sized Duck,88.88,9,2-6-0,Loss,2-7-0,Mike,MrPigSkinner,96.38,7,4-4-0,5-4-0
2014,9,dan,DR Philthy,88.91,8,1-7-0,Loss,1-8-0,Colin,Im a scientist,111.21,3,3-5-0,4-5-0
2014,9,Kameron,Drunken Monkeys,106.46,4,3-5-0,Win,4-5-0,Rob,senor manberto,102.42,5,3-5-0,3-6-0
2014,9,Sam,Team A-Murray-ca World Police,96.76,6,5-3-0,Win,6-3-0,Mike,Donkey Punch,86.39,10,5-3-0,5-4-0
2014,9,Matt,Mongorians,85.16,11,7-1-0,Loss,7-2-0,AJ,Dick Flickers,131.39,1,5-3-0,6-3-0
2014,9,Brian,DoyouseewhathappensLarry,130.16,2,6-2-0,Win,7-2-0,Matthew,Turf Muncher,74.29,12,4-4-0,4-5-0
2014,9,Mike,MrPigSkinner,96.38,7,4-4-0,Win,5-4-0,Aaron,1 Horse Sized Duck,88.88,9,2-6-0,2-7-0
2014,9,Colin,Im a scientist,111.21,3,3-5-0,Win,4-5-0,dan,DR Philthy,88.91,8,1-7-0,1-8-0
2014,9,Rob,senor manberto,102.42,5,3-5-0,Loss,3-6-0,Kameron,Drunken Monkeys,106.46,4,3-5-0,4-5-0
2014,9,Mike,Donkey Punch,86.39,10,5-3-0,Loss,5-4-0,Sam,Team A-Murray-ca World Police,96.76,6,5-3-0,6-3-0
2014,10,Matthew,Turf Muncher,127.46,2,4-5-0,Loss,4-6-0,AJ,Dick Flickers,182.27,1,6-3-0,7-3-0
2014,10,Matt,Mongorians,108.62,6,7-2-0,Win,8-2-0,Aaron,1 Horse Sized Duck,87.68,10,2-7-0,2-8-0
2014,10,Brian,DoyouseewhathappensLarry,68.3,12,7-2-0,Loss,7-3-0,dan,DR Philthy,97.54,7,1-8-0,2-8-0
2014,10,Mike,MrPigSkinner,71.02,11,5-4-0,Loss,5-5-0,Kameron,Drunken Monkeys,109.32,5,4-5-0,5-5-0
2014,10,Colin,Im a scientist,109.68,4,4-5-0,Loss,4-6-0,Sam,Team A-Murray-ca World Police,126.18,3,6-3-0,7-3-0
2014,10,Rob,senor manberto,89.83,9,3-6-0,Loss,3-7-0,Mike,Donkey Punch,90.97,8,5-4-0,6-4-0
2014,10,AJ,Dick Flickers,182.27,1,6-3-0,Win,7-3-0,Matthew,Turf Muncher,127.46,2,4-5-0,4-6-0
2014,10,Aaron,1 Horse Sized Duck,87.68,10,2-7-0,Loss,2-8-0,Matt,Mongorians,108.62,6,7-2-0,8-2-0
2014,10,dan,DR Philthy,97.54,7,1-8-0,Win,2-8-0,Brian,DoyouseewhathappensLarry,68.3,12,7-2-0,7-3-0
2014,10,Kameron,Drunken Monkeys,109.32,5,4-5-0,Win,5-5-0,Mike,MrPigSkinner,71.02,11,5-4-0,5-5-0
2014,10,Sam,Team A-Murray-ca World Police,126.18,3,6-3-0,Win,7-3-0,Colin,Im a scientist,109.68,4,4-5-0,4-6-0
2014,10,Mike,Donkey Punch,90.97,8,5-4-0,Win,6-4-0,Rob,senor manberto,89.83,9,3-6-0,3-7-0
2014,11,AJ,Dick Flickers,111.94,4,7-3-0,Win,8-3-0,Aaron,1 Horse Sized Duck,69.7,10,2-8-0,2-9-0
2014,11,dan,DR Philthy,50.79,12,2-8-0,Loss,2-9-0,Matthew,Turf Muncher,96.72,5,4-6-0,5-6-0
2014,11,Kameron,Drunken Monkeys,95.8,6,5-5-0,Win,6-5-0,Matt,Mongorians,63.92,11,8-2-0,8-3-0
2014,11,Sam,Team A-Murray-ca World Police,95.32,7,7-3-0,Win,8-3-0,Brian,DoyouseewhathappensLarry,85.92,8,7-3-0,7-4-0
2014,11,Mike,Donkey Punch,131.71,1,6-4-0,Win,7-4-0,Mike,MrPigSkinner,117.3,2,5-5-0,5-6-0
2014,11,Rob,senor manberto,116.48,3,3-7-0,Win,4-7-0,Colin,Im a scientist,77.38,9,4-6-0,4-7-0
2014,11,Aaron,1 Horse Sized Duck,69.7,10,2-8-0,Loss,2-9-0,AJ,Dick Flickers,111.94,4,7-3-0,8-3-0
2014,11,Matthew,Turf Muncher,96.72,5,4-6-0,Win,5-6-0,dan,DR Philthy,50.79,12,2-8-0,2-9-0
2014,11,Matt,Mongorians,63.92,11,8-2-0,Loss,8-3-0,Kameron,Drunken Monkeys,95.8,6,5-5-0,6-5-0
2014,11,Brian,DoyouseewhathappensLarry,85.92,8,7-3-0,Loss,7-4-0,Sam,Team A-Murray-ca World Police,95.32,7,7-3-0,8-3-0
2014,11,Mike,MrPigSkinner,117.3,2,5-5-0,Loss,5-6-0,Mike,Donkey Punch,131.71,1,6-4-0,7-4-0
2014,11,Colin,Im a scientist,77.38,9,4-6-0,Loss,4-7-0,Rob,senor manberto,116.48,3,3-7-0,4-7-0
2014,12,dan,DR Philthy,129.62,2,2-9-0,Win,3-9-0,AJ,Dick Flickers,120.29,4,8-3-0,8-4-0
2014,12,Aaron,1 Horse Sized Duck,92.72,8,2-9-0,Loss,2-10-0,Kameron,Drunken Monkeys,143.75,1,6-5-0,7-5-0
2014,12,Matthew,Turf Muncher,85.14,10,5-6-0,Win,6-6-0,Sam,Team A-Murray-ca World Police,83.5,11,8-3-0,8-4-0
2014,12,Matt,Mongorians,102.72,5,8-3-0,Win,9-3-0,Mike,Donkey Punch,96.16,7,7-4-0,7-5-0
2014,12,Brian,DoyouseewhathappensLarry,122.26,3,7-4-0,Win,8-4-0,Rob,senor manberto,79.92,12,4-7-0,4-8-0
2014,12,Mike,MrPigSkinner,101.8,6,5-6-0,Win,6-6-0,Colin,Im a scientist,91.7,9,4-7-0,4-8-0
2014,12,AJ,Dick Flickers,120.29,4,8-3-0,Loss,8-4-0,dan,DR Philthy,129.62,2,2-9-0,3-9-0
2014,12,Kameron,Drunken Monkeys,143.75,1,6-5-0,Win,7-5-0,Aaron,1 Horse Sized Duck,92.72,8,2-9-0,2-10-0
2014,12,Sam,Team A-Murray-ca World Police,83.5,11,8-3-0,Loss,8-4-0,Matthew,Turf Muncher,85.14,10,5-6-0,6-6-0
2014,12,Mike,Donkey Punch,96.16,7,7-4-0,Loss,7-5-0,Matt,Mongorians,102.72,5,8-3-0,9-3-0
2014,12,Rob,senor manberto,79.92,12,4-7-0,Loss,4-8-0,Brian,DoyouseewhathappensLarry,122.26,3,7-4-0,8-4-0
2014,12,Colin,Im a scientist,91.7,9,4-7-0,Loss,4-8-0,Mike,MrPigSkinner,101.8,6,5-6-0,6-6-0
2014,13,AJ,Dick Flickers,113.25,5,8-4-0,Win,9-4-0,Kameron,Drunken Monkeys,96.58,9,7-5-0,7-6-0
2014,13,Sam,Team A-Murray-ca World Police,108.4,6,8-4-0,Win,9-4-0,dan,DR Philthy,67.53,12,3-9-0,3-10-0
2014,13,Mike,Donkey Punch,127.97,3,7-5-0,Win,8-5-0,Aaron,1 Horse Sized Duck,68.2,11,2-10-0,2-11-0
2014,13,Rob,senor manberto,159.0,1,4-8-0,Win,5-8-0,Matthew,Turf Muncher,95.79,10,6-6-0,6-7-0
2014,13,Colin,Im a scientist,106.76,8,4-8-0,Loss,4-9-0,Matt,Mongorians,126.8,4,9-3-0,10-3-0
2014,13,Mike,MrPigSkinner,128.0,2,6-6-0,Win,7-6-0,Brian,DoyouseewhathappensLarry,108.34,7,8-4-0,8-5-0
2014,13,Kameron,Drunken Monkeys,96.58,9,7-5-0,Loss,7-6-0,AJ,Dick Flickers,113.25,5,8-4-0,9-4-0
2014,13,dan,DR Philthy,67.53,12,3-9-0,Loss,3-10-0,Sam,Team A-Murray-ca World Police,108.4,6,8-4-0,9-4-0
2014,13,Aaron,1 Horse Sized Duck,68.2,11,2-10-0,Loss,2-11-0,Mike,Donkey Punch,127.97,3,7-5-0,8-5-0
2014,13,Matthew,Turf Muncher,95.79,10,6-6-0,Loss,6-7-0,Rob,senor manberto,159.0,1,4-8-0,5-8-0
2014,13,Matt,Mongorians,126.8,4,9-3-0,Win,10-3-0,Colin,Im a scientist,106.76,8,4-8-0,4-9-0
2014,13,Brian,DoyouseewhathappensLarry,108.34,7,8-4-0,Loss,8-5-0,Mike,MrPigSkinner,128.0,2,6-6-0,7-6-0
2014,14,Colin,Im a scientist,95.2,6,4-9-0,Win,4-9-0,dan,DR Philthy,86.29,7,3-10-0,3-10-0
2014,14,Rob,senor manberto,136.09,1,5-8-0,Win,5-8-0,Aaron,1 Horse Sized Duck,40.78,8,2-11-0,2-11-0
2014,14,Brian,DoyouseewhathappensLarry,101.94,5,8-5-0,Loss,8-5-0,Mike,Donkey Punch,131.25,3,8-5-0,8-5-0
2014,14,Sam,Team A-Murray-ca World Police,133.72,2,9-4-0,Win,9-4-0,Mike,MrPigSkinner,124.3,4,7-6-0,7-6-0
2014,14,dan,DR Philthy,86.29,7,3-10-0,Loss,3-10-0,Colin,Im a scientist,95.2,6,4-9-0,4-9-0
2014,14,Aaron,1 Horse Sized Duck,40.78,8,2-11-0,Loss,2-11-0,Rob,senor manberto,136.09,1,5-8-0,5-8-0
2014,14,Mike,Donkey Punch,131.25,3,8-5-0,Win,8-5-0,Brian,DoyouseewhathappensLarry,101.94,5,8-5-0,8-5-0
2014,14,Mike,MrPigSkinner,124.3,4,7-6-0,Loss,7-6-0,Sam,Team A-Murray-ca World Police,133.72,2,9-4-0,9-4-0
2014,15,Kameron,Drunken Monkeys,147.0,1,7-6-0,Win,7-6-0,Colin,Im a scientist,92.13,4,4-9-0,4-9-0
2014,15,Rob,senor manberto,97.61,3,5-8-0,Win,5-8-0,Matthew,Turf Muncher,83.91,7,6-7-0,6-7-0
2014,15,Matt,Mongorians,100.38,2,10-3-0,Win,10-3-0,Mike,Donkey Punch,79.08,8,8-5-0,8-5-0
2014,15,Sam,Team A-Murray-ca World Police,84.02,6,9-4-0,Loss,9-4-0,AJ,Dick Flickers,84.4,5,9-4-0,9-4-0
2014,15,Colin,Im a scientist,92.13,4,4-9-0,Loss,4-9-0,Kameron,Drunken Monkeys,147.0,1,7-6-0,7-6-0
2014,15,Matthew,Turf Muncher,83.91,7,6-7-0,Loss,6-7-0,Rob,senor manberto,97.61,3,5-8-0,5-8-0
2014,15,Mike,Donkey Punch,79.08,8,8-5-0,Loss,8-5-0,Matt,Mongorians,100.38,2,10-3-0,10-3-0
2014,15,AJ,Dick Flickers,84.4,5,9-4-0,Win,9-4-0,Sam,Team A-Murray-ca World Police,84.02,6,9-4-0,9-4-0
2014,16,Kameron,Drunken Monkeys,119.54,1,7-6-0,Win,7-6-0,Rob,senor manberto,91.6,8,5-8-0,5-8-0
2014,16,Colin,Im a scientist,96.05,6,4-9-0,Win,4-9-0,Matthew,Turf Muncher,90.27,9,6-7-0,6-7-0
2014,16,dan,DR Philthy,55.54,12,3-10-0,Loss,3-10-0,Aaron,1 Horse Sized Duck,93.34,7,2-11-0,2-11-0
2014,16,Matt,Mongorians,89.36,10,10-3-0,Loss,10-3-0,AJ,Dick Flickers,118.56,2,9-4-0,9-4-0
2014,16,Mike,Donkey Punch,101.35,4,8-5-0,Loss,8-5-0,Sam,Team A-Murray-ca World Police,109.36,3,9-4-0,9-4-0
2014,16,Brian,DoyouseewhathappensLarry,96.32,5,8-5-0,Win,8-5-0,Mike,MrPigSkinner,60.82,11,7-6-0,7-6-0
2014,16,Rob,senor manberto,91.6,8,5-8-0,Loss,5-8-0,Kameron,Drunken Monkeys,119.54,1,7-6-0,7-6-0
2014,16,Matthew,Turf Muncher,90.27,9,6-7-0,Loss,6-7-0,Colin,Im a scientist,96.05,6,4-9-0,4-9-0
2014,16,Aaron,1 Horse Sized Duck,93.34,7,2-11-0,Win,2-11-0,dan,DR Philthy,55.54,12,3-10-0,3-10-0
2014,16,AJ,Dick Flickers,118.56,2,9-4-0,Win,9-4-0,Matt,Mongorians,89.36,10,10-3-0,10-3-0
2014,16,Sam,Team A-Murray-ca World Police,109.36,3,9-4-0,Win,9-4-0,Mike,Donkey Punch,101.35,4,8-5-0,8-5-0
2014,16,Mike,MrPigSkinner,60.82,11,7-6-0,Loss,7-6-0,Brian,DoyouseewhathappensLarry,96.32,5,8-5-0,8-5-0
2015,1,Mike,Foosball Is The DEVIL,110.42,3,0-0-0,Win,1-0-0,Colin,Im a scientist,98.16,6,0-0-0,0-1-0
2015,1,Matt,Mongorians,89.2,10,0-0-0,Loss,0-1-0,Brian,DoyouseewhathappensLarry,95.97,7,0-0-0,1-0-0
2015,1,Rob,senor manberto,131.93,2,0-0-0,Win,1-0-0,Sam,ZJ Anderson,69.04,12,0-0-0,0-1-0
2015,1,AJ,Digbick McCocknballs III,93.59,8,0-0-0,Win,1-0-0,dan,DR Philthy,92.34,9,0-0-0,0-1-0
2015,1,Kameron,Drunken Monkeys,132.94,1,0-0-0,Win,1-0-0,Mike,MrPigSkinner,101.8,5,0-0-0,0-1-0
2015,1,Matthew,Turf Muncher,107.57,4,0-0-0,Win,1-0-0,Aaron,Doomsday,79.02,11,0-0-0,0-1-0
2015,1,Colin,Im a scientist,98.16,6,0-0-0,Loss,0-1-0,Mike,Foosball Is The DEVIL,110.42,3,0-0-0,1-0-0
2015,1,Brian,DoyouseewhathappensLarry,95.97,7,0-0-0,Win,1-0-0,Matt,Mongorians,89.2,10,0-0-0,0-1-0
2015,1,Sam,ZJ Anderson,69.04,12,0-0-0,Loss,0-1-0,Rob,senor manberto,131.93,2,0-0-0,1-0-0
2015,1,dan,DR Philthy,92.34,9,0-0-0,Loss,0-1-0,AJ,Digbick McCocknballs III,93.59,8,0-0-0,1-0-0
2015,1,Mike,MrPigSkinner,101.8,5,0-0-0,Loss,0-1-0,Kameron,Drunken Monkeys,132.94,1,0-0-0,1-0-0
2015,1,Aaron,Doomsday,79.02,11,0-0-0,Loss,0-1-0,Matthew,Turf Muncher,107.57,4,0-0-0,1-0-0
2015,2,Matt,Mongorians,90.34,9,0-1-0,Loss,0-2-0,Colin,Im a scientist,116.76,2,0-1-0,1-1-0
2015,2,Brian,DoyouseewhathappensLarry,122.63,1,1-0-0,Win,2-0-0,dan,DR Philthy,92.07,8,0-1-0,0-2-0
2015,2,Mike,MrPigSkinner,89.7,10,0-1-0,Loss,0-2-0,Aaron,Doomsday,92.72,7,0-1-0,1-1-0
2015,2,Mike,Foosball Is The DEVIL,100.44,4,1-0-0,Win,2-0-0,AJ,Digbick McCocknballs III,88.53,11,1-0-0,1-1-0
2015,2,Sam,ZJ Anderson,86.14,12,0-1-0,Loss,0-2-0,Kameron,Drunken Monkeys,99.13,5,1-0-0,2-0-0
2015,2,Rob,senor manberto,93.47,6,1-0-0,Loss,1-1-0,Matthew,Turf Muncher,107.13,3,1-0-0,2-0-0
2015,2,Colin,Im a scientist,116.76,2,0-1-0,Win,1-1-0,Matt,Mongorians,90.34,9,0-1-0,0-2-0
2015,2,dan,DR Philthy,92.07,8,0-1-0,Loss,0-2-0,Brian,DoyouseewhathappensLarry,122.63,1,1-0-0,2-0-0
2015,2,Aaron,Doomsday,92.72,7,0-1-0,Win,1-1-0,Mike,MrPigSkinner,89.7,10,0-1-0,0-2-0
2015,2,AJ,Digbick McCocknballs III,88.53,11,1-0-0,Loss,1-1-0,Mike,Foosball Is The DEVIL,100.44,4,1-0-0,2-0-0
2015,2,Kameron,Drunken Monkeys,99.13,5,1-0-0,Win,2-0-0,Sam,ZJ Anderson,86.14,12,0-1-0,0-2-0
2015,2,Matthew,Turf Muncher,107.13,3,1-0-0,Win,2-0-0,Rob,senor manberto,93.47,6,1-0-0,1-1-0
2015,3,dan,DR Philthy,102.6,8,0-2-0,Loss,0-3-0,Mike,Foosball Is The DEVIL,132.22,3,2-0-0,3-0-0
2015,3,AJ,Digbick McCocknballs III,88.0,10,1-1-0,Win,2-1-0,Matt,Mongorians,76.63,12,0-2-0,0-3-0
2015,3,Sam,ZJ Anderson,89.62,9,0-2-0,Loss,0-3-0,Brian,DoyouseewhathappensLarry,105.88,7,2-0-0,3-0-0
2015,3,Aaron,Doomsday,108.3,6,1-1-0,Loss,1-2-0,Colin,Im a scientist,151.92,1,1-1-0,2-1-0
2015,3,Kameron,Drunken Monkeys,121.28,5,2-0-0,Win,3-0-0,Matthew,Turf Muncher,85.55,11,2-0-0,2-1-0
2015,3,Rob,senor manberto,123.34,4,1-1-0,Loss,1-2-0,Mike,MrPigSkinner,132.74,2,0-2-0,1-2-0
2015,3,Mike,Foosball Is The DEVIL,132.22,3,2-0-0,Win,3-0-0,dan,DR Philthy,102.6,8,0-2-0,0-3-0
2015,3,Matt,Mongorians,76.63,12,0-2-0,Loss,0-3-0,AJ,Digbick McCocknballs III,88.0,10,1-1-0,2-1-0
2015,3,Brian,DoyouseewhathappensLarry,105.88,7,2-0-0,Win,3-0-0,Sam,ZJ Anderson,89.62,9,0-2-0,0-3-0
2015,3,Colin,Im a scientist,151.92,1,1-1-0,Win,2-1-0,Aaron,Doomsday,108.3,6,1-1-0,1-2-0
2015,3,Matthew,Turf Muncher,85.55,11,2-0-0,Loss,2-1-0,Kameron,Drunken Monkeys,121.28,5,2-0-0,3-0-0
2015,3,Mike,MrPigSkinner,132.74,2,0-2-0,Win,1-2-0,Rob,senor manberto,123.34,4,1-1-0,1-2-0
2015,4,Kameron,Drunken Monkeys,76.22,11,3-0-0,Loss,3-1-0,Aaron,Doomsday,81.34,9,1-2-0,2-2-0
2015,4,Mike,Foosball Is The DEVIL,100.96,3,3-0-0,Win,4-0-0,Mike,MrPigSkinner,93.85,5,1-2-0,1-3-0
2015,4,Colin,Im a scientist,77.66,10,2-1-0,Win,3-1-0,Brian,DoyouseewhathappensLarry,72.82,12,3-0-0,3-1-0
2015,4,dan,DR Philthy,86.12,7,0-3-0,Loss,0-4-0,Rob,senor manberto,97.35,4,1-2-0,2-2-0
2015,4,AJ,Digbick McCocknballs III,111.54,1,2-1-0,Win,3-1-0,Matthew,Turf Muncher,81.6,8,2-1-0,2-2-0
2015,4,Matt,Mongorians,92.45,6,0-3-0,Loss,0-4-0,Sam,ZJ Anderson,106.01,2,0-3-0,1-3-0
2015,4,Aaron,Doomsday,81.34,9,1-2-0,Win,2-2-0,Kameron,Drunken Monkeys,76.22,11,3-0-0,3-1-0
2015,4,Mike,MrPigSkinner,93.85,5,1-2-0,Loss,1-3-0,Mike,Foosball Is The DEVIL,100.96,3,3-0-0,4-0-0
